n_samples,n_anomaly,n_normal,true_positive_anomaly,false_negative_anomaly,false_positive_anomaly,true_negative_anomaly,sensitivity_anomaly,specificity_normal,accuracy,balanced_accuracy,precision_anomaly,f1_anomaly,roc_auc_anomaly,fold,channel,train_specs,test_specs,n_train,threshold,epochs
120,20,100,20,0,81,19,1.0,0.19,0.325,0.595,0.19801980198019803,0.3305785123966942,0.7570000000000001,fold_4,Ch1,Z02+Z03+Z04,Z01+Z05,100,0.40989175297857955,307
