path,fn,spec,pos,mID,time,rID,sID,label,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Spectral_Contrast_1,Spectral_Contrast_2,Spectral_Contrast_3,Spectral_Contrast_4,Spectral_Contrast_5,Spectral_Contrast_6,Spectral_Contrast_7,Chroma_STFT_1,Chroma_STFT_2,Chroma_STFT_3,Chroma_STFT_4,Chroma_STFT_5,Chroma_STFT_6,Chroma_STFT_7,Chroma_STFT_8,Chroma_STFT_9,Chroma_STFT_10,Chroma_STFT_11,Chroma_STFT_12,Chroma_CENS_1,Chroma_CENS_2,Chroma_CENS_3,Chroma_CENS_4,Chroma_CENS_5,Chroma_CENS_6,Chroma_CENS_7,Chroma_CENS_8,Chroma_CENS_9,Chroma_CENS_10,Chroma_CENS_11,Chroma_CENS_12,Zero_Crossing_Rate,RMS_Energy,Delta_MFCC_1,Delta_MFCC_2,Delta_MFCC_3,Delta_MFCC_4,Delta_MFCC_5,Delta_MFCC_6,Delta_MFCC_7,Delta_MFCC_8,Delta_MFCC_9,Delta_MFCC_10,Delta_MFCC_11,Delta_MFCC_12,Delta_MFCC_13
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0000\Z01_Pos00_RC2_75k_0000_1307031427\Wav\Z01_Pos00_RC2_75k_0000_1307031427_00000_14_Ch1.wav,Z01_Pos00_RC2_75k_0000_1307031427_00000_14_Ch1.wav,Z01,Pos00,0000,1307031427,00000,Ch1,1,-641.7706208924373,-31.06161079046251,-102.7165404554814,-2.6830796669830446,46.562799252798825,4.026643859054168,-17.059076906563558,-9.101861018920252,0.9954409984568288,-1.7054537575083448,-6.944421585567149,-8.45021716099402,-13.363740752217952,122788.64830872272,138440.36768381507,274302.482971784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7015092192896966,0.9902000499852064,0.7657982485388954,0.4906178247434776,0.6055226817846823,0.6316002139958994,0.5286418736620032,0.5670564455618304,0.5630429129960527,0.5341919649212822,0.5875222784974399,0.49799124255418636,0.24466632798077229,0.47131681520630847,0.46394987779319985,0.23565840760315424,0.23565840760315424,0.24031302003866553,0.23565840760315424,0.23565840760315424,0.23565840760315424,0.23565840760315424,0.23565840760315424,0.23565840760315424,0.06854425819174757,0.01610579714179039,-1.9823355408607277,0.48538802140807574,1.6974275181704024,-0.5476953510745799,-0.16954657316419897,-0.142553643016805,-0.11305468834570298,0.23651501873536104,0.02495558971431239,0.09697546441800477,-0.18742342555089525,-0.09358140813816193,0.25889110640380036
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0000\Z01_Pos00_RC2_75k_0000_1307031427\Wav\Z01_Pos00_RC2_75k_0000_1307031427_00000_14_Ch2.wav,Z01_Pos00_RC2_75k_0000_1307031427_00000_14_Ch2.wav,Z01,Pos00,0000,1307031427,00000,Ch2,1,-613.2013603035805,-29.29605356657586,-104.10458554313058,4.558922052246957,43.412751892375624,-5.374860740270255,-6.230294622093673,-2.3966606298167723,-7.737330031664814,-3.2434045472687174,-6.493937069830358,-5.01431040067283,-8.47845588419775,125884.51258748869,132798.76621911235,267285.4197417324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6034793627235459,0.8561234066652711,0.6573533540329316,0.4216814498346329,0.7826790206824175,0.818416120477264,0.42286342741920063,0.4292498677680552,0.4147265960047361,0.56817787014724,0.8789401316315176,0.5113677716387764,0.24173718464489735,0.46549007571854467,0.4631425725479907,0.23640936615582217,0.23640936615582217,0.24570317293369986,0.23640936615582217,0.23640936615582217,0.23640936615582217,0.23640936615582217,0.23640936615582217,0.23984365843571648,0.10594755006067962,0.02236158959567547,-2.28860945828532,0.47929178786650756,1.9214811778131318,-0.493208651235285,-0.24740390948763505,-0.12775244677560366,-0.18015795709306023,0.2700350022486871,0.20395139443618002,-0.07288784260491692,-0.06727338134864264,0.039321229320211065,-0.1401502310507733
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0000\Z01_Pos00_RC2_75k_0000_1307031427\Wav\Z01_Pos00_RC2_75k_0000_1307031427_00001_14_Ch1.wav,Z01_Pos00_RC2_75k_0000_1307031427_00001_14_Ch1.wav,Z01,Pos00,0000,1307031427,00001,Ch1,1,-646.6022795851081,-25.73298136671905,-105.68669048580087,-1.2844329748856778,45.91806331884839,2.9283082121865185,-17.673097724754175,-10.160209178134053,1.9672545170812568,0.22098573301943916,-6.518333256310093,-8.110402969773133,-13.845779137405101,120793.70026696504,136464.16227090353,268510.0725785043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798650514167114,0.9863949056400351,0.7466817976350882,0.4528875343647108,0.5889779763715135,0.6222997527756983,0.508843738164357,0.5515255910975007,0.5288354212953705,0.5001519876363743,0.5676975306843259,0.4662023580304779,0.4657855444588001,0.3539492645465995,0.3980057454457116,0.23289277222940005,0.23289277222940005,0.23289277222940005,0.23289277222940005,0.23289277222940005,0.23289277222940005,0.23289277222940005,0.23289277222940005,0.23289277222940005,0.07272546268203883,0.016092009842395782,-2.009730050454972,0.5546096818255765,1.7161510313165595,-0.6160479186001301,-0.1895331477943952,-0.17132006769916916,-0.12686471558272863,0.243959633434892,0.05904225107113782,0.11407668809687566,-0.18827155246615992,-0.11526672934213425,0.2122651285535714
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0000\Z01_Pos00_RC2_75k_0000_1307031427\Wav\Z01_Pos00_RC2_75k_0000_1307031427_00001_14_Ch2.wav,Z01_Pos00_RC2_75k_0000_1307031427_00001_14_Ch2.wav,Z01,Pos00,0000,1307031427,00001,Ch2,1,-617.8763902141526,-23.942219236549523,-107.34881587567695,5.611064809954669,42.170700148292056,-6.8061918237416865,-7.055621416324338,-2.4200649194937087,-6.977934060225457,-1.8912049918906129,-5.854120537827257,-4.71379735268055,-8.009958145475633,124489.317306746,130967.07449087285,262722.60030150187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5465684746611531,0.8126129189756051,0.5997798304225429,0.3494066815077561,0.775462731323092,0.821361559391266,0.3668123839560075,0.373231680693874,0.3415989638608742,0.5032002963943052,0.8384400562983766,0.449405766088004,0.48200286446906493,0.330591304717539,0.28405969815495824,0.24973280902417827,0.24973280902417827,0.24973280902417827,0.24973280902417827,0.2620763442906715,0.24973280902417827,0.24973280902417827,0.24973280902417827,0.255465821035256,0.11758570995145631,0.02262265980243683,-2.2894883472015377,0.5706785002849801,1.8943815049075592,-0.5241832125491727,-0.28317081875247585,-0.12407896962637781,-0.18229394351254502,0.1659929718262404,0.129863489780592,-0.03045798418254746,0.047250490046718184,0.05874015537716271,-0.1803822267085626
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0001\Z01_Pos00_RC2_75k_0001_1312091511\Wav\Z01_Pos00_RC2_75k_0001_1312091511_00000_14_Ch1.wav,Z01_Pos00_RC2_75k_0001_1312091511_00000_14_Ch1.wav,Z01,Pos00,0001,1312091511,00000,Ch1,1,-659.3293917914159,-27.359429701746915,-103.47515708444492,-1.2029130396176928,41.845821690076384,-2.0628297822855566,-13.880714146353139,-0.09963131500861977,-3.1853972290179446,-13.357244813142605,-5.167400695350447,6.402473164193512,-9.40568807185558,128853.26319065315,138100.3721850095,278746.7876213593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4493928296681901,0.49499469477850333,0.4658890748629995,0.43427796099303717,0.6940934956953603,0.8540543777410975,0.5175314915416672,0.5332460779383827,0.5013782742916792,0.5606109984588024,0.8468561501712806,0.5251622661815762,0.3686389954171219,0.41208196698853067,0.44775670159154335,0.22387835079577167,0.16409787589542246,0.3068771304955241,0.22387835079577167,0.22387835079577167,0.22387835079577167,0.22387835079577167,0.22387835079577167,0.22387835079577167,0.08470968598300971,0.013395208865404129,-1.9601901442928995,0.6044370648810526,1.695314431917594,-0.6434128850491787,-0.28182265883208707,-0.1159827728025347,-0.005936584296799578,0.2075046334301415,-0.04909756041469889,0.041965428413416064,-0.10071154002807119,-0.02721098773005663,0.1683847803366606
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0001\Z01_Pos00_RC2_75k_0001_1312091511\Wav\Z01_Pos00_RC2_75k_0001_1312091511_00000_14_Ch2.wav,Z01_Pos00_RC2_75k_0001_1312091511_00000_14_Ch2.wav,Z01,Pos00,0001,1312091511,00000,Ch2,1,-637.0402591366501,-20.883420204927976,-99.1091977901959,5.022568151533113,35.529827288687265,-4.329256508110068,-1.0868023625605567,-2.205913218189709,-14.168267839006974,-7.313799516506878,-0.7985776071839825,3.737698106390214,-9.108083564556432,127517.29898320821,133701.86404029006,273161.7781117264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4418939866855631,0.488543944200975,0.45618390676511733,0.43052181057836986,0.844610430576158,0.9340480052660691,0.45536154091856046,0.44390402403124113,0.4410925384045876,0.5166661553648347,0.7092730272359536,0.4887558199347006,0.4125061084332682,0.4144268026073693,0.4389474904901024,0.2194737452450512,0.17529726164542941,0.29825089863199405,0.2194737452450512,0.2194737452450512,0.2194737452450512,0.2194737452450512,0.2194737452450512,0.2194737452450512,0.08637363470873786,0.018591832369565964,-2.157963140193813,0.6449853991831433,1.8142483702771612,-0.657680318009036,-0.30356196025112064,-0.06122266326365548,-0.08085872934094232,0.16057765204096738,0.09211587811706737,-0.053577525289586356,-0.008809307137139559,0.03494136139493173,-0.0884579909302875
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0001\Z01_Pos00_RC2_75k_0001_1312091511\Wav\Z01_Pos00_RC2_75k_0001_1312091511_00001_14_Ch1.wav,Z01_Pos00_RC2_75k_0001_1312091511_00001_14_Ch1.wav,Z01,Pos00,0001,1312091511,00001,Ch1,1,-658.4924797034448,-27.516936714807965,-104.2774505770096,-1.4600816269221386,41.67124650489513,-2.3099850944003,-13.9349718123659,0.673944335344006,-2.589429578207659,-12.593411455682856,-5.072833014232375,5.841519090735614,-9.764400032559163,128608.67029519311,137848.0424036987,278549.26297026704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4326783853402195,0.47833678732488816,0.44871706649589693,0.4168373766824473,0.6850429162688225,0.8518773713878962,0.5062762827536248,0.5231186458452167,0.48172098959793636,0.5429580000860768,0.8397457222713111,0.5105689266267681,0.2328023398751932,0.4656046797503864,0.4656046797503864,0.27355097268483625,0.2303728065014345,0.2328023398751932,0.2328023398751932,0.2328023398751932,0.2328023398751932,0.2328023398751932,0.2328023398751932,0.2328023398751932,0.08538285042475728,0.013471245765686035,-1.9338716430257314,0.5874398155110218,1.6668179031417365,-0.6494686941931787,-0.26054243962753265,-0.10725821183568074,-0.04667558684366797,0.18996135734322792,-0.022988735268084298,0.11798886256305134,-0.09132664076545872,-0.08237543919647386,0.13580374003093873
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0001\Z01_Pos00_RC2_75k_0001_1312091511\Wav\Z01_Pos00_RC2_75k_0001_1312091511_00001_14_Ch2.wav,Z01_Pos00_RC2_75k_0001_1312091511_00001_14_Ch2.wav,Z01,Pos00,0001,1312091511,00001,Ch2,1,-635.1620425115755,-20.157135148005636,-98.652524216343,4.4561245145131725,35.53278501297072,-5.034931845958261,-0.937436730621451,-1.1989350167413322,-14.05986999726121,-6.5865958958012705,-0.9700710793064623,3.491712893507856,-9.369255860400267,128558.67718689168,133947.16467650307,273912.37178587687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42258717429320825,0.46756112966630287,0.4362848058968845,0.4119496303166675,0.8364511734074944,0.9296427520448608,0.4407339635425919,0.4278157034758818,0.42073190572395386,0.5005344308287732,0.7033254252694537,0.4735425432906125,0.23435249171908054,0.4687049834381611,0.4687049834381611,0.2602509121551454,0.22688322099245373,0.23435249171908054,0.23435249171908054,0.23435249171908054,0.23435249171908054,0.23435249171908054,0.23435249171908054,0.23435249171908054,0.0882935755461165,0.018926050513982773,-2.1988247576949567,0.6424719515297623,1.8368488376410554,-0.6105603167499328,-0.2842055220036358,-0.1261239876436659,-0.14816136272360536,0.15759342537497847,0.1122764065547789,-0.0011428379389601736,0.05077036490269644,0.025995429238448987,-0.16160201237326932
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0002\Z01_Pos00_RC2_75k_0002_1312101402\Wav\Z01_Pos00_RC2_75k_0002_1312101402_00000_14_Ch1.wav,Z01_Pos00_RC2_75k_0002_1312101402_00000_14_Ch1.wav,Z01,Pos00,0002,1312101402,00000,Ch1,1,-652.5187714897057,-22.296252215727325,-104.28082610029598,-2.3744553625087867,42.59948036705562,-0.6796629850317747,-13.552810904866229,-0.7717433698965954,-3.943935905139601,-10.98150293388751,-3.8315226597956036,6.002336447100506,-12.32533437232951,126142.71747374668,137095.78931148787,275334.5492737409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4247990951753226,0.5102551727751218,0.452564333987375,0.38059082046738346,0.6942318493186024,0.9303056266267818,0.46609216866100345,0.45814022163422446,0.42529850078081416,0.4715801703679847,0.700397697497355,0.4480436299623984,0.25446875842985783,0.25446875842985783,0.25446875842985783,0.25446875842985783,0.28186376191732965,0.386293233144921,0.2961968418281416,0.25446875842985783,0.33105547082708286,0.30513821738562746,0.25446875842985783,0.25446875842985783,0.08557721480582524,0.014520327560603619,-2.0082122563788607,0.5256652298457953,1.6851093058503717,-0.602819823269656,-0.15755577499052006,-0.055913895932263806,-0.03675820975293228,0.15558009669282366,-0.07198049636482509,0.05341295809125884,-0.07609942331500849,-0.0020240282845211286,0.17202541293686222
C:\GitHub\AI_diagnostics\Task_2\data\sig\Z01\Z01_Pos00_RC2_75k_0002\Z01_Pos00_RC2_75k_0002_1312101402\Wav\Z01_Pos00_RC2_75k_0002_1312101402_00000_14_Ch2.wav,Z01_Pos00_RC2_75k_0002_1312101402_00000_14_Ch2.wav,Z01,Pos00,0002,1312101402,00000,Ch2,1,-629.6833923523125,-22.112710378105483,-108.540103072478,2.8623361408844463,39.700251305787866,-3.830389537573436,-4.314291518445017,-5.142046095220932,-12.223660885458765,-0.9832747125700729,-1.9331489764077503,2.6291747512507864,-6.977344905631943,125629.82224920594,130240.5896339312,265512.63599817967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2627604631280982,0.34956540653784035,0.31807747441203954,0.23340446118328584,0.49805474745690953,0.8677143551378282,0.4114467489321719,0.4660046442292046,0.2954188635232376,0.32116950251141396,0.6658696944450774,0.41997090742260335,0.329223885335746,0.2603620247156952,0.2603620247156952,0.2603620247156952,0.27353608175520283,0.3927886109987446,0.2800157162157631,0.2603620247156952,0.2603620247156952,0.28556323399015876,0.26782395184920454,0.26782395184920454,0.12479615442961164,0.021404217928647995,-2.32354811718035,0.6166093691737806,1.861744183739347,-0.6354142549332754,-0.1683947909265703,0.02200963148789907,-0.18588304962664334,0.0707647682734512,0.13935039025196214,0.002252697708888395,-0.022426095101040117,0.04643554332000715,-0.11671201317632049
