spec,pos,rID,sID,label,split,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Spectral_Contrast_1,Spectral_Contrast_2,Spectral_Contrast_3,Spectral_Contrast_4,Spectral_Contrast_5,Spectral_Contrast_6,Spectral_Contrast_7,Chroma_STFT_1,Chroma_STFT_2,Chroma_STFT_3,Chroma_STFT_4,Chroma_STFT_5,Chroma_STFT_6,Chroma_STFT_7,Chroma_STFT_8,Chroma_STFT_9,Chroma_STFT_10,Chroma_STFT_11,Chroma_STFT_12,Chroma_CENS_1,Chroma_CENS_2,Chroma_CENS_3,Chroma_CENS_4,Chroma_CENS_5,Chroma_CENS_6,Chroma_CENS_7,Chroma_CENS_8,Chroma_CENS_9,Chroma_CENS_10,Chroma_CENS_11,Chroma_CENS_12,Zero_Crossing_Rate,RMS_Energy,Delta_MFCC_1,Delta_MFCC_2,Delta_MFCC_3,Delta_MFCC_4,Delta_MFCC_5,Delta_MFCC_6,Delta_MFCC_7,Delta_MFCC_8,Delta_MFCC_9,Delta_MFCC_10,Delta_MFCC_11,Delta_MFCC_12,Delta_MFCC_13,mID_count,source_file_count,path,fn,mID,time
Z01,Pos09,00001,Ch1,1,train,-659.8654383156157,-27.218873893669787,-94.9861183483987,-2.94701792245601,37.6187127122795,-0.7887085589078564,-9.341870646001759,1.2230714573806063,-7.341825262414064,-16.642457642824425,-1.376780695662472,10.19578717090843,-17.44887523657264,128740.09407286855,140353.25319250888,284398.9555123635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5543033392359653,0.6487443181392476,0.5711082059398639,0.4913150774713963,0.6908765464043085,0.7854698961119941,0.49228378280196133,0.49116496662204456,0.5393758723318489,0.5665790514555448,0.7341397220416436,0.5345004887124732,0.34902348324244636,0.380753219864477,0.3493855575314065,0.23786648705093727,0.23786648705093727,0.2525875358505631,0.3264888071037052,0.23786648705093727,0.23786648705093727,0.23786648705093727,0.23786648705093727,0.23786648705093727,0.06290579490291262,0.013897686451673507,-1.85516877318732,0.5249035800837597,1.6268088303634385,-0.570221443369667,-0.28626902434770074,-0.12661165210459263,0.0027492102442084132,0.17927767007234946,-0.06317162185073474,0.13412939477613026,-0.07133646342988809,-0.15612823720172914,0.17561763360274732,5,5,features_averaged_over_mid,Z01_Pos09_avgFeatures_00001_Ch1,mean,mean
Z01,Pos09,00001,Ch2,1,train,-640.8007972492629,-31.123491739757903,-98.94377388848304,-1.4311414793585508,33.483737343770066,-0.9438259218597361,0.9700338336454211,-1.5211795766192462,-15.029966867771936,-9.779434518625047,-3.162070280461442,5.3717145248658795,-10.063255481344953,133000.2180946463,138117.98020510844,284942.1483028672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5056201816626638,0.6082368535518838,0.518529402002836,0.434187761433045,0.8070717436631746,0.8796663328479409,0.436573613298531,0.4358092530735453,0.44748198023015995,0.4895277702650773,0.6074159575330937,0.4624691387587414,0.36278540319648556,0.32505188217221054,0.31813579308496626,0.24904728218851088,0.24904728218851088,0.26404912734274993,0.3403392728755441,0.24904728218851088,0.24904728218851088,0.24904728218851088,0.24302023045343138,0.25098567969291297,0.08790010618932038,0.01671499405056238,-2.068755255253221,0.5719065744497461,1.7418715595916467,-0.6073200525899614,-0.28208187995827777,-0.004746636366119843,-0.09219994110266472,0.0944003384587119,0.057723358947271056,-0.0018821530918209013,0.06823205978139996,-0.04013018649887566,-0.10891542823748265,5,5,features_averaged_over_mid,Z01_Pos09_avgFeatures_00001_Ch2,mean,mean
Z02,Pos00,00000,Ch1,1,train,-655.4526497348844,-32.033996321135405,-105.99841659690482,0.6232643476229465,47.08620713370986,-0.7934190168638384,-19.639945039679713,-5.401382324402238,3.141551659752317,-3.543065247803472,-8.29161660967469,-7.3871386109291635,-13.554031461442316,120636.02424598827,138170.5774659087,269813.735275713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7052585062685195,0.9910942354362191,0.8108228581177724,0.5309330162898207,0.5906982315118242,0.6436292454596533,0.5378733081349532,0.5648278596402104,0.601658729619998,0.6056723091276696,0.7695840923712169,0.5940430606916983,0.45273259981239844,0.38882627407849873,0.4371972651919525,0.22636629990619922,0.22636629990619922,0.22636629990619922,0.22636629990619922,0.22636629990619922,0.22636629990619922,0.22636629990619922,0.17999757734580882,0.22636629990619922,0.05496719508495146,0.013806816190481186,-1.8402692544365038,0.5622873150809695,1.6131121871322087,-0.6156990080822716,-0.23528477633994543,-0.13732842512348326,-0.09099635247196758,0.275385491184415,-0.004779367799568813,0.03632179385003674,-0.1672406902966921,-0.07349222494679919,0.22800339030559938,1,1,features_averaged_over_mid,Z02_Pos00_avgFeatures_00000_Ch1,mean,mean
Z02,Pos00,00000,Ch2,1,train,-644.3680051064542,-42.34820489712118,-109.87318266734313,1.1965885133319838,40.602227492665975,-4.257797456751669,-7.361292605397281,-2.887605941269012,-7.563772209795278,-2.973480413004698,-6.94317017133113,-6.837675911982693,-9.91793279793976,130139.14071877896,137808.07351326128,279704.7821791566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665740650421265,0.9637773022206823,0.7709296681401856,0.4769535636506527,0.7584942453055867,0.8961669275460487,0.48540147929350036,0.4889249275772594,0.4634217288420246,0.5176142529690843,0.7114130892012291,0.5578256187162948,0.4709790395223431,0.28039504323801023,0.44088263338473194,0.23548951976117155,0.23548951976117155,0.23548951976117155,0.23548951976117155,0.23548951976117155,0.23548951976117155,0.23548951976117155,0.22128718951462287,0.24271801924208472,0.09514847542475728,0.014714017510414124,-2.0615266798540155,0.6037409676562939,1.7265261308301623,-0.5621116236751066,-0.19298227314127855,-0.09852507227902743,-0.25850523827561367,0.11291354684196143,0.21843680483994932,-0.03428388177315756,-0.08251396828592335,0.03847389113323941,-0.08141312350333216,1,1,features_averaged_over_mid,Z02_Pos00_avgFeatures_00000_Ch2,mean,mean
Z02,Pos00,00001,Ch1,1,train,-655.3967317267887,-31.573768248467964,-104.4793703029791,1.4139171708305776,47.19562725221094,-1.5917013825582034,-19.672829435888072,-5.118081652658394,3.67975336749513,-3.9648327101385985,-9.205211823503893,-7.764351710470811,-13.703702433659716,120496.19877321499,138788.82907229543,271571.7046704339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7134992408439147,0.9902819080978413,0.8175195980829044,0.5470966572707632,0.6104115467125483,0.665643041887783,0.5502762294107679,0.5755921577305353,0.6240391541378172,0.6261101499576335,0.7876070559132752,0.6107511293308922,0.43284087735764704,0.43284087735764704,0.4222514675045385,0.21642043867882352,0.21642043867882352,0.21642043867882352,0.2610375750519883,0.21642043867882352,0.21642043867882352,0.21642043867882352,0.21642043867882352,0.21642043867882352,0.04990423998786408,0.013919598422944546,-1.9255267462713062,0.508770567636062,1.6444144976525616,-0.5707517849537661,-0.22015826290625104,-0.12397982967717751,-0.07653135816682215,0.24287583259663473,0.01574178749469499,0.08325552374429217,-0.1684651481784276,-0.09844262458085189,0.23284698850171823,1,1,features_averaged_over_mid,Z02_Pos00_avgFeatures_00001_Ch1,mean,mean
Z02,Pos00,00001,Ch2,1,train,-645.0177051270932,-41.72481815821757,-108.79691818443446,2.04037379191739,40.36984125629333,-5.111184703882844,-7.138657410359046,-1.6325260507212909,-7.715207432634384,-3.942316146651755,-7.852117449370233,-7.234689712089383,-9.763397997334026,128811.05655728576,137590.33400581995,278465.3149935528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6745468734685629,0.959429218702099,0.7776143440062508,0.49783986761506005,0.7811246919418282,0.9184992762022659,0.5033282536805372,0.5052515030820433,0.48464105950530384,0.5371410311144871,0.720864381479875,0.5760327479683774,0.4270833603363723,0.44138764218440546,0.4201405494834936,0.2223308446314407,0.2223308446314407,0.2223308446314407,0.2223308446314407,0.2223308446314407,0.2223308446314407,0.2223308446314407,0.2223308446314407,0.2223308446314407,0.08798069629854369,0.014765775762498379,-2.088473240543955,0.5440724208608275,1.7042319346216648,-0.5716640451513904,-0.1435341082520616,-0.06964665028425775,-0.22152609124436917,0.13167061549107925,0.19776555575947083,-0.00343216443619589,-0.0700964265900039,0.030995051364205915,-0.08431670821383305,1,1,features_averaged_over_mid,Z02_Pos00_avgFeatures_00001_Ch2,mean,mean
Z02,Pos01,00000,Ch1,1,train,-643.9317401102879,-31.064026030829936,-99.44095845613789,1.8633755804712886,45.60611567447096,-2.275450110690602,-17.92571686167127,-1.839400569037056,2.898502038325632,-10.256050480673101,-8.145534326339563,0.37611159877447964,-13.884936386077891,122239.91241329385,137261.72150696025,271453.18987977854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5623233630255403,0.8298452532487444,0.7376436760197607,0.4671730027892507,0.6225947964705644,0.7277022168680504,0.44388645885246586,0.445936549575194,0.5145086301075243,0.5664552358225549,0.9200079560482674,0.5931137831143984,0.2624626469502708,0.25468420591763824,0.34551301259480566,0.25468420591763824,0.25468420591763824,0.46444516304309497,0.2641167238333473,0.25468420591763824,0.25468420591763824,0.25468420591763824,0.25468420591763824,0.25468420591763824,0.06562879247572816,0.017290154471993446,-1.936944432718399,0.4999313420177797,1.764546423701764,-0.5344154044377323,-0.24730534091918546,-0.19923450986739372,-0.18145366514006075,0.24975975161569408,0.040824644060624554,0.1788907989188782,-0.12637613003063503,-0.24356547691201466,0.218439590584493,1,1,features_averaged_over_mid,Z02_Pos01_avgFeatures_00000_Ch1,mean,mean
Z02,Pos01,00000,Ch2,1,train,-626.675013135312,-32.430557236996115,-94.42536184387397,3.6907557419382564,38.154254360909185,-5.86702797417363,-6.790417376664695,-1.1400645849838211,-4.949740735744422,-7.131259929186409,-9.464065812534892,0.35750784821281545,-7.201283000218965,136531.8646817987,137889.50843599846,287358.8624089806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5154894070677362,0.7056677372896751,0.642872493401007,0.4530493902380281,0.755668973194641,0.9195425313915427,0.4371949458650582,0.43213119826393603,0.4448931151449974,0.5200486367327789,0.7780499121353184,0.5288069764942864,0.2579977900680083,0.2579977900680083,0.27523245833227794,0.2579977900680083,0.2579977900680083,0.5077282676061926,0.2579977900680083,0.2579977900680083,0.2579977900680083,0.2579977900680083,0.2579977900680083,0.2579977900680083,0.10541660345873786,0.019077185541391373,-2.149608043718211,0.6077081334453859,1.8989265536522706,-0.5588106337432357,-0.3307775836557486,-0.1715998964184592,-0.14930157794388857,0.1796390426057024,0.08495770990684193,0.0439169008342046,0.055886239666745705,-0.1033197903213764,-0.14888958907054156,1,1,features_averaged_over_mid,Z02_Pos01_avgFeatures_00000_Ch2,mean,mean
Z02,Pos01,00001,Ch1,1,train,-645.8932478810633,-23.34496533138839,-101.3739737304553,3.128910248766097,45.4737743694792,-2.5463108228312668,-17.395568334842977,-2.318605318055098,2.6668143007497696,-9.459950677768278,-9.226204215320015,0.944331132611087,-13.565794292699277,113439.26026578121,135021.50157662985,258302.98623331313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6007154943424106,0.8468952134538262,0.7667738536840571,0.5203142634105367,0.6638348013423208,0.7616907070035286,0.49380225761477625,0.4970313262802579,0.5683604630438475,0.6119433797280122,0.9241621241014197,0.6285429403575518,0.2242676682601628,0.3713514865458066,0.4485353365203256,0.2242676682601628,0.2242676682601628,0.4485353365203256,0.2242676682601628,0.2242676682601628,0.2242676682601628,0.2242676682601628,0.2242676682601628,0.2242676682601628,0.04576096025485437,0.017936713993549347,-2.017074628608413,0.491577032855975,1.7510024973116172,-0.5279653191694597,-0.20380495273009716,-0.11913487346397522,-0.15067414421390113,0.2064311562930078,-0.010045111302196492,0.1203515921687014,-0.11630540657050127,-0.20038990085479835,0.24096950719022983,1,1,features_averaged_over_mid,Z02_Pos01_avgFeatures_00001_Ch1,mean,mean
Z02,Pos01,00001,Ch2,1,train,-630.7926286928645,-23.240886436234092,-96.76618182279397,5.4605888042740025,38.20850500682461,-5.597236153005884,-6.423089697728151,-1.0614802065203037,-4.210279243774997,-6.306409367694578,-11.356971941013727,-0.9259025158150387,-6.254112331276976,126474.11525645027,135815.941384891,275013.57171571604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5598878555297707,0.7185183094023564,0.6720753443881947,0.5179625501163843,0.7655253289425986,0.8973316461515638,0.49813673666871755,0.49460065822685356,0.5068888301410464,0.595159080650993,0.8643901037804174,0.593555834227662,0.24935568558440943,0.39715673678045466,0.4835562550970759,0.24177812754853795,0.24177812754853795,0.2694077815411227,0.24177812754853795,0.1615319536348989,0.2700531178252259,0.24177812754853795,0.23950803796738043,0.24532818890407596,0.07085766838592233,0.020058326423168182,-2.2293770043534056,0.5962564051031649,1.8800552020499572,-0.5472847602153864,-0.28038683184750346,-0.10683332392453641,-0.16046313263942605,0.1376341231942666,0.08383325966213441,0.008808171063579196,0.07622214786763225,-0.09575794439998388,-0.13874254450843923,1,1,features_averaged_over_mid,Z02_Pos01_avgFeatures_00001_Ch2,mean,mean
Z02,Pos02,00000,Ch1,1,train,-647.8132757513226,-27.53406214642158,-108.25575012037552,0.6549532240364173,49.71931700364778,1.5366424980242566,-20.940891860690083,-7.8945230859077995,4.874835675370416,-2.2828920650022013,-10.536508725544408,-8.05007039059923,-12.257133547363692,113894.05924756466,135869.6703149375,260456.00493021848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6579151170489731,0.9815948611480684,0.8600072174752375,0.5314702985441979,0.5633830748556575,0.5981570736249217,0.5617451101953949,0.616929057703692,0.5650908779360311,0.5544533490355656,0.6593692561720694,0.5453834641661539,0.4293573008751822,0.2757272642667027,0.39706394931527855,0.2249781122234242,0.2249781122234242,0.2249781122234242,0.40325855635801566,0.2249781122234242,0.2249781122234242,0.2249781122234242,0.2249781122234242,0.2249781122234242,0.05047311134708738,0.015743155032396317,-1.9861174413681066,0.5439910147898387,1.7116709769242926,-0.6199894261219584,-0.20435917618105298,-0.17752969714583836,-0.11198441904007839,0.32946039965708734,0.08823321970839836,0.04502720175390107,-0.23435763860512568,-0.1324066455687361,0.2469282955701712,1,1,features_averaged_over_mid,Z02_Pos02_avgFeatures_00000_Ch1,mean,mean
Z02,Pos02,00000,Ch2,1,train,-637.6144103122363,-38.93717294492418,-110.65632617243685,4.251625416536033,42.30090309955974,-5.404199625408416,-7.24969011675797,-2.823179861357239,-7.890142815256068,-2.686718690592626,-8.434329625163322,-6.80858332824511,-9.019495189212241,123569.34130056313,134337.2959465243,266831.1130442203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440895091087867,0.9620079896660295,0.8420184213533148,0.513208454092523,0.770132821569686,0.9054157562500496,0.5072946337928765,0.5157721490362509,0.48496430329844326,0.5347611232291011,0.7165210213078983,0.5890855464023221,0.3377656686028493,0.26798613761737117,0.41391137141334416,0.23809582337996263,0.23809582337996263,0.23809582337996263,0.4131728271124091,0.23809582337996263,0.23809582337996263,0.23809582337996263,0.23809582337996263,0.23809582337996263,0.08106416868932038,0.018171822652220726,-2.16317301773675,0.5883403902498779,1.8070540048456998,-0.5875587557263358,-0.21531908700472144,-0.14021515552861813,-0.2203754828949381,0.22147729188267223,0.23795104296970895,-0.01341072174716194,-0.06082279260351985,-0.05943776926492531,-0.14480973768205999,1,1,features_averaged_over_mid,Z02_Pos02_avgFeatures_00000_Ch2,mean,mean
Z02,Pos02,00001,Ch1,1,train,-647.7205963001524,-28.500037995806483,-108.07627919613185,0.9272669142245291,50.076272699617405,1.8324505616640763,-20.43113556574981,-7.426902139136849,4.18572850256346,-3.3682681089266495,-11.24753872769469,-8.020521801267812,-11.57260720274039,114131.55373940823,135731.9332518802,260347.36637211774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6624048140505657,0.9823098252376896,0.8642740804146428,0.5395296266710725,0.5712254107114154,0.6060314867972927,0.5667639163488396,0.6202142826650502,0.5728107597441275,0.5620791150652226,0.6639381634460187,0.5522044256481611,0.4136892843062859,0.3803344489923794,0.4463941129315369,0.22319705646576846,0.22319705646576846,0.22319705646576846,0.27978476320415196,0.22319705646576846,0.22319705646576846,0.22319705646576846,0.22319705646576846,0.22319705646576846,0.05221765018203883,0.01568945311009884,-1.9205770362802774,0.5754682240020795,1.6674710695832962,-0.6882928882586017,-0.24533928888608988,-0.18033638714862152,-0.11982271238544397,0.3316176164663218,0.12807809718877844,0.09364580351483591,-0.16050311549348886,-0.13100930161187835,0.15859022016042815,1,1,features_averaged_over_mid,Z02_Pos02_avgFeatures_00001_Ch1,mean,mean
Z02,Pos02,00001,Ch2,1,train,-638.1160047452936,-38.36769063611745,-110.99909065606,4.360741443157147,42.896496181503494,-4.6890783956389575,-7.165886700384911,-3.3348046227271797,-7.950612418425463,-3.193810621416265,-8.276855992144805,-7.149190429510286,-9.527675539955593,123412.01802134127,133846.77414898164,265996.5713933556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6509477185205829,0.9656994354957933,0.8484005194218781,0.5227963239157586,0.7782354612594334,0.9126009174507111,0.5152641995528963,0.523903169753349,0.4945824229322008,0.5432734763246776,0.7204141044525151,0.5975026365044699,0.3915618457203178,0.37852878736561074,0.44902547712087293,0.22822995350937814,0.22822995350937814,0.22822995350937814,0.27224528161457634,0.22822995350937814,0.22822995350937814,0.22822995350937814,0.22822995350937814,0.23171375066552707,0.08653955552184465,0.018107611685991287,-2.1326204644351017,0.5987667313205934,1.7811554899760342,-0.6127936253816304,-0.2457839036742422,-0.14690850724287507,-0.2287962448258226,0.15659255799644659,0.2545068402869132,0.08708901385793104,-0.0073944229591865794,-0.01505866556908956,-0.2101732917177901,1,1,features_averaged_over_mid,Z02_Pos02_avgFeatures_00001_Ch2,mean,mean
Z02,Pos03,00000,Ch1,1,train,-659.6605286624599,-26.785707637930553,-93.44235516449118,-0.6917163921595665,38.7562400355763,-0.7446527361418384,-11.831047987989187,-2.0657636768778014,-4.034815679878496,-10.117774084047781,-2.1329754034954744,-0.277951717958786,-20.780240285771928,129832.67876945405,141934.11507303722,289630.3958965413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7174306961797403,0.9200132376720647,0.7679471903374764,0.5835006255246745,0.7678815640198319,0.8723143681325204,0.5714898772695288,0.5781227446021594,0.7244987776572698,0.6470339798825818,0.5742840147317616,0.5592040438122639,0.2740017507186476,0.4661878645959128,0.4661878645959128,0.2330939322979564,0.2330939322979564,0.2330939322979564,0.2330939322979564,0.2330939322979564,0.2330939322979564,0.2330939322979564,0.2330939322979564,0.2330939322979564,0.047870524878640776,0.013361625373363495,-1.8635498511041249,0.5141274069435203,1.6409345471245524,-0.6153978568249306,-0.3037435378100935,-0.08632880622590638,-0.01160131888800731,0.17429778115794423,0.016821580222743344,0.18068845627206048,-0.12773391733436684,-0.24434090073742074,0.16227384073715934,1,1,features_averaged_over_mid,Z02_Pos03_avgFeatures_00000_Ch1,mean,mean
Z02,Pos03,00000,Ch2,1,train,-641.5539856858426,-31.83762125743491,-99.27646498460541,-0.9403382161391192,34.143365278414684,-1.1327671799061378,-1.7631721925651285,-3.117740608370098,-9.469460589453654,-5.653647704389074,-9.288772467848622,-2.635255089607428,-7.566992993817138,133703.8679549128,139075.10585216776,286889.74136263656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6147460963580885,0.7811814262728365,0.659079270762446,0.49792684621562155,0.8085392562547365,0.9625479793805668,0.4920236773590437,0.4935126815735126,0.5149680847457706,0.5195918523764272,0.586792443551446,0.5331373912723761,0.24434585747594129,0.47024550201762044,0.47024550201762044,0.23512275100881022,0.23512275100881022,0.23512275100881022,0.23512275100881022,0.23512275100881022,0.23512275100881022,0.23512275100881022,0.23512275100881022,0.23512275100881022,0.0888719280946602,0.015218590386211872,-2.0213088501347154,0.5543794017599899,1.7072823346744284,-0.6193185258282766,-0.25619273510522766,0.005063263761265779,-0.14026850977491376,0.11346344853239577,0.07378460429237928,-0.01785878594548743,0.07093402873517703,-0.09706592922698053,-0.08657246625435294,1,1,features_averaged_over_mid,Z02_Pos03_avgFeatures_00000_Ch2,mean,mean
Z02,Pos03,00001,Ch1,1,train,-659.0750538477092,-26.451734827262737,-93.54089320966389,0.11578844390181717,39.47090987073628,-1.693764961842759,-12.399600591771659,-1.1076735143341672,-3.0247126554083024,-10.621702351677113,-3.0326924226642036,-0.09014354435460531,-19.931464469008784,130005.3336720047,141534.75610132742,288509.4435015929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7120354225737795,0.9025471949045171,0.7613277583748028,0.5892112915491055,0.7780888761862567,0.8846972926988719,0.5782649782549932,0.5850329407641867,0.7342280603218726,0.6567233616069943,0.5886958756910873,0.5669693940788246,0.422277179008868,0.422277179008868,0.422277179008868,0.211138589504434,0.211138589504434,0.211138589504434,0.3274568196240415,0.211138589504434,0.211138589504434,0.211138589504434,0.211138589504434,0.19676898235411192,0.05308517900485437,0.013608898036181927,-1.8442016381756767,0.5449070267884555,1.6144085484133912,-0.6534702719646133,-0.2675215327132693,-0.049013868163863994,-0.017668185206702502,0.13289747822406414,-0.015989331458797752,0.16890144649585462,-0.0908505704025865,-0.21873926318712758,0.15406859881221802,1,1,features_averaged_over_mid,Z02_Pos03_avgFeatures_00001_Ch1,mean,mean
Z02,Pos03,00001,Ch2,1,train,-640.8544172190734,-31.19388808894361,-98.45477718405952,0.5938934566802081,34.63424703278941,-2.5590636779552285,-2.271687591018183,-2.0902821993560727,-8.644671420382892,-6.41530850695717,-9.83513663495433,-2.4702842245524343,-6.712865325123686,134186.85775138126,138856.42509367137,287067.5135486196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5898851260100999,0.7389422687062345,0.6318759496227767,0.488419983171984,0.8039513068511948,0.9608558514886744,0.4853023803059179,0.4874003761435253,0.5104503396957611,0.5149404767225358,0.5881082149172415,0.525441637537587,0.4392660022590755,0.4392660022590755,0.31234919714790915,0.21963300112953776,0.21963300112953776,0.21963300112953776,0.352269529850579,0.21963300112953776,0.21963300112953776,0.21963300112953776,0.21963300112953776,0.2090244122573991,0.09040314016990292,0.01548519916832447,-2.0108679475382023,0.5537935378491282,1.7120050407254586,-0.6556622967935982,-0.2522910290626989,0.01650325434858778,-0.133430035102678,0.13617529543063203,0.0620005244145191,0.007344683824889052,0.11295589236309958,-0.1155943484826781,-0.14146636189746,1,1,features_averaged_over_mid,Z02_Pos03_avgFeatures_00001_Ch2,mean,mean
Z02,Pos04,00000,Ch1,1,train,-637.7355134109763,-19.463798164504492,-107.6982440781879,0.653644625722913,50.092316278772806,2.152856347314935,-19.422669776368554,-7.311948233514167,2.8646873773715016,-2.340495769693762,-7.289011404382827,-7.553135300928761,-14.065760416593896,113333.96334909742,133331.054935055,253547.58025826764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6501840236327486,0.9979889068046536,0.7899099495758175,0.44258789971545165,0.45569615772279054,0.476558650440638,0.4472997626815308,0.48427700332593643,0.5057180147101226,0.49061576907698795,0.5770813069405669,0.4678612543682155,0.2862140605389512,0.4512804806285792,0.45860482300098365,0.22930241150049183,0.22930241150049183,0.27839746123793474,0.22930241150049183,0.22930241150049183,0.22930241150049183,0.22930241150049183,0.22930241150049183,0.22930241150049183,0.05112257281553398,0.018974052742123604,-2.0259595838318183,0.5257846337169434,1.7893686746651483,-0.5832256180510795,-0.2421859053542856,-0.1555904912411766,-0.10693115723490074,0.22299155160080222,0.0509859239001452,0.16272748667119433,-0.18040305356697275,-0.20731183184025492,0.11089841567736457,1,1,features_averaged_over_mid,Z02_Pos04_avgFeatures_00000_Ch1,mean,mean
Z02,Pos04,00000,Ch2,1,train,-629.1675587600082,-27.34212116743143,-107.03102735916347,-4.153812840845703,36.903460629026206,0.6478556296306657,0.8632385985465254,-2.3951929208687215,-12.690720884201054,-5.37906231452952,-5.850197245882655,-5.596199109133182,-7.724676229998236,127893.33081619785,136012.7166815186,274608.646180977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435483334693994,0.9851870555350212,0.7760957106384336,0.4240365764976224,0.5778404908192741,0.6602733593832039,0.3975436235386498,0.4016514218281487,0.3971935684224658,0.4190852832673978,0.49641027213475386,0.45590696776703016,0.24822941491890424,0.4603733998406028,0.4721174392149762,0.2360587196074881,0.2360587196074881,0.2360587196074881,0.2360587196074881,0.2360587196074881,0.2360587196074881,0.2360587196074881,0.2360587196074881,0.23773391950605402,0.08993856189320389,0.017410704866051674,-2.2270218296360857,0.5891062076754837,1.9114544683483221,-0.5242156923704541,-0.2735412545422717,-0.1196591445541071,-0.201755315541282,0.0915664486458367,0.1307336225935778,0.03177682360158733,0.0319672926625408,-0.018729618177067867,-0.20744028121166624,1,1,features_averaged_over_mid,Z02_Pos04_avgFeatures_00000_Ch2,mean,mean
Z02,Pos04,00001,Ch1,1,train,-636.6536933980015,-18.765613443321993,-106.81834643245185,0.6269044750186288,51.070842635357586,2.5758971330738043,-19.302458130934156,-7.800908147780512,2.345715796856695,-2.483237846510066,-8.095852406610817,-8.70963592642827,-14.470635329168601,111426.95421009397,133508.2941515288,252392.06104937807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6768893729443557,0.9987886407075105,0.8103745227484233,0.49087450006174055,0.5014742782234857,0.5183748459119631,0.4855794934428934,0.5184324884032334,0.5529835234882576,0.5381887654276074,0.6144517261044088,0.5111377432318626,0.39293798499090227,0.2738011544250829,0.3916501100816593,0.23097844310746124,0.23097844310746124,0.4138181320612207,0.23097844310746124,0.23097844310746124,0.23097844310746124,0.23097844310746124,0.23097844310746124,0.23097844310746124,0.04453788683252427,0.019158445298671722,-2.044260353779427,0.5315572679312274,1.8042059623255728,-0.5650779760431803,-0.2654137781259019,-0.24571883075702344,-0.1919874239877055,0.2659049272634281,0.15643907020805276,0.21831401855771007,-0.10397346702852654,-0.23687390791524857,0.0681822558911126,1,1,features_averaged_over_mid,Z02_Pos04_avgFeatures_00001_Ch1,mean,mean
Z02,Pos04,00001,Ch2,1,train,-629.7310036110599,-25.709848927574743,-105.89976171532355,-2.816274102708107,37.992093267901424,0.8688212743986983,0.39348858866015224,-2.4805407984850576,-13.540461773276784,-5.566242043421661,-6.087650156446548,-6.696433802214141,-8.458570686447326,123925.08785891956,135323.02637216498,268984.13174112566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6757252598705271,0.9845260873251527,0.8008371717761654,0.48572490890808173,0.6188622035059016,0.6883710090334514,0.45454884186728034,0.45997485159002244,0.46112145271175525,0.48383840875863704,0.5566458281751694,0.5125190067727774,0.3918859389992877,0.2777034648806103,0.34213700243917633,0.24430091897044245,0.24430091897044245,0.40801910122079305,0.24430091897044245,0.24430091897044245,0.24430091897044245,0.24430091897044245,0.19961681779935336,0.24964632988062968,0.07502939168689321,0.017558928579092026,-2.2554232885876146,0.6130892414484154,1.9134160967196179,-0.5855280910391648,-0.32581391955263833,-0.12475281201108493,-0.19378088681139782,0.14505022414773985,0.206539151923347,0.03327817192319069,0.028236121258318845,-0.04963951353029703,-0.1939670028527063,1,1,features_averaged_over_mid,Z02_Pos04_avgFeatures_00001_Ch2,mean,mean
