pipeline,n_samples,n_anomaly,n_healthy,true_negative,false_positive,false_negative,true_positive,sensitivity_healthy_1,specificity_anomaly_0,accuracy,balanced_accuracy,recall_healthy_1,precision_healthy_1,f1_healthy_1,recall_anomaly_0,precision_anomaly_0,f1_anomaly_0,roc_auc_anomaly_0
mid_averaged,320,160,160,160,0,80,80,0.5,1.0,0.75,0.75,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8,0.9771093750000001
