pipeline,sensitivity_healthy_1,specificity_anomaly_0,accuracy,balanced_accuracy,recall_healthy_1,precision_healthy_1,f1_healthy_1,recall_anomaly_0,precision_anomaly_0,f1_anomaly_0,roc_auc_anomaly_0
mid_averaged,0.5,1.0,0.75,0.75,0.5,0.75,0.5720807013910463,1.0,0.7158559649793872,0.8196641974034019,0.99125
