spec,pos,rID,sID,label,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,Spectral_Contrast_1,Spectral_Contrast_2,Spectral_Contrast_3,Spectral_Contrast_4,Spectral_Contrast_5,Spectral_Contrast_6,Spectral_Contrast_7,Chroma_STFT_1,Chroma_STFT_2,Chroma_STFT_3,Chroma_STFT_4,Chroma_STFT_5,Chroma_STFT_6,Chroma_STFT_7,Chroma_STFT_8,Chroma_STFT_9,Chroma_STFT_10,Chroma_STFT_11,Chroma_STFT_12,Chroma_CENS_1,Chroma_CENS_2,Chroma_CENS_3,Chroma_CENS_4,Chroma_CENS_5,Chroma_CENS_6,Chroma_CENS_7,Chroma_CENS_8,Chroma_CENS_9,Chroma_CENS_10,Chroma_CENS_11,Chroma_CENS_12,Zero_Crossing_Rate,RMS_Energy,Delta_MFCC_1,Delta_MFCC_2,Delta_MFCC_3,Delta_MFCC_4,Delta_MFCC_5,Delta_MFCC_6,Delta_MFCC_7,Delta_MFCC_8,Delta_MFCC_9,Delta_MFCC_10,Delta_MFCC_11,Delta_MFCC_12,Delta_MFCC_13,mID_count,source_file_count,path,fn,mID,time
Z01,Pos02,00001,Ch1,0,-646.1558142960606,-20.895457057726986,-100.2900602887709,1.9992734691310008,42.29067214001786,-2.6689570643257605,-11.923319521543434,0.08660324174525005,-3.8829157758947814,-11.60615020261881,-5.556410648643985,4.527791119420239,-10.811466081798802,121566.36798972488,135446.13169958052,267506.6473509557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4902291540012552,0.562104478018555,0.51618315346955,0.4591347204854321,0.6734240204450301,0.794545367693754,0.5084890293629897,0.5230932471970213,0.5379582613173955,0.5800713702436225,0.8521021017212222,0.5461014024134978,0.34673584921764256,0.3334032918304853,0.4109561330695167,0.23929111397479885,0.23929111397479885,0.261128866255471,0.29359199168888245,0.23089809671412348,0.23317436434880837,0.256137191731446,0.23929111397479885,0.23929111397479885,0.06639108009708734,0.0175664952024817,-2.0597532359774964,0.5450294287746001,1.787260383248713,-0.6353498741169525,-0.2715539935708392,-0.0990331773375332,-0.04363702334987252,0.20555089778701324,0.015723970068382036,0.09980448525099868,-0.14683068805663166,-0.1036451923202989,0.1536185439564,5,5,features_averaged_over_mid,Z01_Pos02_avgMID_00001_Ch1,mean,mean
Z01,Pos02,00001,Ch2,0,-630.2825655958454,-26.482767017542454,-103.32637294293973,7.353745845235791,39.1978793157011,-6.4551921528692855,-3.4013221244291785,-1.3822193589178824,-11.528749112088502,-4.908812627085825,-4.733149640609713,0.9984320840169435,-7.6779397259540945,122728.1120232481,131292.07007419242,263474.1815989078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3916640536789309,0.4480855032520969,0.40910676630425435,0.3676691183043281,0.6888019688813984,0.7561371686632491,0.4177653838705188,0.4118259225406785,0.38896727811405707,0.5100708396655386,0.8249939591570341,0.4799767058323921,0.3514191347150913,0.34386318341676675,0.40326527159937964,0.24309270731040628,0.24309270731040628,0.24746368020822684,0.2612658159795217,0.2378838647069899,0.2359568241706927,0.26754169089931784,0.24309270731040628,0.24500786567851063,0.0928654050364077,0.0233062461018562,-2.26517925755609,0.6047987787592366,1.8692412953424493,-0.6426423112888255,-0.23305790609860183,-0.014351478163710999,-0.19723187395692415,0.15029848882898714,0.1790923136427456,-0.04966680890644964,-0.05951371892464992,0.0213877138460783,-0.10548608709765997,5,5,features_averaged_over_mid,Z01_Pos02_avgMID_00001_Ch2,mean,mean
Z01,Pos03,00000,Ch1,0,-656.7485541952,-24.370081357903963,-96.43477107803695,-2.577418161938839,38.376670168966534,-2.350625526438731,-11.152355851927188,2.3349768733847065,-4.562103582576934,-16.295756003206396,-3.4521166231199003,11.742991648991232,-13.480866271626827,127824.4491792112,137771.38347811525,277041.1622591778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41376137526033113,0.47704422054283746,0.4358416078435807,0.38422786366883643,0.5914215754181982,0.7793483144190002,0.4299233323799406,0.40732809161294725,0.45441592867984354,0.5249110832492037,0.8655155535717108,0.5216198519931388,0.3725669784835254,0.36680292039287843,0.34578473235498447,0.2635062219451185,0.27076879696758743,0.27548488527892,0.2507288081108049,0.23006016227409218,0.23697057303593563,0.23697057303593563,0.22882428017989825,0.23697057303593563,0.08104615442961159,0.015806085616350118,-1.9026509797664395,0.49040069111017875,1.685153318755491,-0.5411899033098306,-0.3048936986961891,-0.12472383619425646,-0.02441796380844014,0.18262115992669745,-0.015153846806243399,0.14813179931248166,-0.11034913022662426,-0.1613614377178902,0.19163030587319033,5,5,features_averaged_over_mid,Z01_Pos03_avgMID_00000_Ch1,mean,mean
Z01,Pos03,00000,Ch2,0,-635.0923277785989,-25.781071049994658,-99.64682209474174,3.306309996356954,36.58004983466471,-4.08270937953538,-4.527660178973788,-2.1538885588836334,-10.080656981433746,-6.740774404069652,-3.3082518320758547,6.714431557671865,-10.865609836363785,129580.88047285329,133757.54850535624,274652.1016042173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697800882771784,0.422699173489664,0.38747140800964974,0.3528932590240355,0.7547809882705925,0.8889863986365698,0.37938316356939455,0.35781854707635785,0.3579645596472577,0.44234741717834,0.6998291585901478,0.4392698292169386,0.33727134557871674,0.36658289747734374,0.34985594200663206,0.2824786158949373,0.2930596058799334,0.2449017599017958,0.2531105292295887,0.22900236421860617,0.22389795051710984,0.24171626559246312,0.24171626559246312,0.25566707219479307,0.10504209648058249,0.02147301584482188,-2.150636478086282,0.5906156673976605,1.805760190123267,-0.6187961466429714,-0.2729147841674278,-0.0429072867561476,-0.12545577096415475,0.13207783646031587,0.09058212148004137,-0.01818943642367816,0.027163998385472538,-0.03523876002379544,-0.07625615299185567,5,5,features_averaged_over_mid,Z01_Pos03_avgMID_00000_Ch2,mean,mean
Z01,Pos03,00001,Ch1,0,-654.5699576738192,-23.953680633720882,-95.46732742818874,-1.7110092727155315,38.87887953098587,-2.5775217894845364,-11.625985020271132,2.5426945268576007,-4.329058065774977,-16.75962493228274,-3.7104294874739367,11.610374645211179,-13.768551587425645,126280.21012897258,137853.31875547327,275858.9772223908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4417902421711638,0.5000747124232645,0.461050379531208,0.4177098828586163,0.6559081157480028,0.7631969400381898,0.4305507746966475,0.42813912624305245,0.48608443535540624,0.5673129338161296,0.9093820888720661,0.5240330761487467,0.4053903348617437,0.3608097577833776,0.3386353789829609,0.23207392919683995,0.23207392919683995,0.3031074704669579,0.29458979313862177,0.23207392919683995,0.22563736898025316,0.23207392919683995,0.21517591705427855,0.23207392919683995,0.07265530188106792,0.01626077387481924,-1.8973870738518737,0.5115331976274303,1.6802850328863266,-0.5601835026664064,-0.313137590784947,-0.13447883909689815,-0.01715652424715108,0.17414838725846526,-0.0012837613760022606,0.14720602243753175,-0.11889540661917572,-0.1615013460081512,0.1932690994021303,5,5,features_averaged_over_mid,Z01_Pos03_avgMID_00001_Ch1,mean,mean
Z01,Pos03,00001,Ch2,0,-631.915897433166,-25.529777400588806,-97.90935517756927,3.863614774061729,37.08739727464554,-4.700126491194582,-4.879007808600505,-2.0559074258487002,-9.830413730193685,-7.254497863064913,-3.6448379408072036,6.866752270054297,-10.684696204407167,128888.56605918644,134060.51747589186,274473.3417949788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391470413643283,0.4403462620015368,0.4138527333919219,0.38484496059276585,0.769822821963668,0.8579795634341547,0.3942381556253475,0.3828043872143205,0.3861851084810407,0.49608612379822237,0.7568238320416665,0.4444439022316454,0.3822660035222457,0.3466444166375894,0.3110262127921598,0.25436691387824284,0.24045939959599427,0.3000371912137366,0.2907363176041227,0.24346819439505984,0.2324806537847377,0.2419364111391556,0.2419364111391556,0.2438057573084484,0.09765624999999997,0.02212184071540828,-2.143179643275981,0.595062927875059,1.8078282435621351,-0.6191295551718623,-0.2797829008132055,-0.055232877886269384,-0.14333792353873204,0.1402541450115885,0.10446295594621957,-0.0023533327124698592,0.04033729818087214,-0.061025313933257316,-0.08968704685626208,5,5,features_averaged_over_mid,Z01_Pos03_avgMID_00001_Ch2,mean,mean
Z01,Pos04,00000,Ch1,0,-650.8894987297579,-28.46590872194364,-103.18860050357739,-1.7455764613351021,43.05739935314379,-1.1915228895048404,-13.942526663998928,-1.1229525177680755,-3.4932954579568873,-10.536743050780634,-3.680917448717185,3.774664702173714,-12.280360942374633,125546.5552920473,137510.36663442902,274950.36382736656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463659200778057,0.5596138723203652,0.46833057666447103,0.3841472569834728,0.6036673305117869,0.6883429978859354,0.4446217918460989,0.4564657505802871,0.4731267766854554,0.5542571549430695,0.8123424486090027,0.49221646330562885,0.34845105507510066,0.3884450101052719,0.35618550846835195,0.24078972299593754,0.2439524658330397,0.27731974687829913,0.29351417751271014,0.23839964802404837,0.24078972299593754,0.22832677634030557,0.23395010512526443,0.23871906048821376,0.08369709496359218,0.015017911605536899,-1.9342319686843652,0.5178358511787903,1.6646829146560953,-0.5962425731493581,-0.24056040818865929,-0.0967938707391741,-0.031107759763304137,0.20580531952896672,0.0022246421709419826,0.0793790632865701,-0.13048482939431658,-0.0859177186672467,0.16360868926763766,5,5,features_averaged_over_mid,Z01_Pos04_avgMID_00000_Ch1,mean,mean
Z01,Pos04,00000,Ch2,0,-627.5061541855623,-28.282305809141622,-103.59394960784485,1.9449891061363744,39.1230720524851,-3.8105000341884057,-2.612042687780292,-2.3094866911394902,-13.26016614477146,-5.105688731698555,-2.0726435417898106,0.7450909176995679,-8.488016815180245,128112.62730234899,133984.31257914013,272145.51378185686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44867895528165835,0.5656836020229488,0.4608430038606645,0.3563584547917895,0.686572592598117,0.8555319584091265,0.4264028492746039,0.43772341014237226,0.3807533789959498,0.43875888683648256,0.693555267837686,0.47621912664763083,0.35369272997004947,0.38307267315759636,0.3473542285619792,0.26696444831924904,0.24134576626963772,0.27229734222526003,0.25239386111521966,0.26538316327375366,0.24226361112614545,0.24226361112614545,0.2314811726490537,0.23984348692435287,0.10748065837378636,0.019425815343856782,-2.137474692385118,0.5605639220486913,1.8065928287083228,-0.6030296614252152,-0.2707209434048462,-0.0393827517437849,-0.14453307495506343,0.132946647249374,0.16541680122948085,-0.0367098365036577,-0.027670578826699054,0.012295637319479118,-0.1154970831972214,5,5,features_averaged_over_mid,Z01_Pos04_avgMID_00000_Ch2,mean,mean
Z01,Pos04,00001,Ch1,0,-649.7842859640648,-28.083913841074178,-102.79411548539952,-1.5581656378694357,43.540133676081176,-0.9449148595369955,-13.730646613816063,-1.330188606609426,-3.675078104610037,-10.772296165483755,-4.284186559805453,3.635543662582939,-12.229400527420207,124064.6482634036,137676.25863819354,274090.1439718598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48916618477707435,0.5906955932696304,0.5143364156551671,0.42440487440615193,0.5905756343386284,0.7448550736376189,0.47943193495167175,0.4889393579862304,0.5094857866757535,0.5408867898936587,0.8326912590887497,0.560973391655721,0.37058487137767726,0.37437034190756296,0.4058249656191397,0.23640675730870994,0.23640675730870994,0.2712175010585399,0.23640675730870994,0.23640675730870994,0.23640675730870994,0.24000430979883766,0.23640675730870994,0.23640675730870994,0.07603060527912615,0.01515497118234628,-1.9195012477628937,0.543289822611032,1.6822582702098985,-0.6080676238283441,-0.26945619633763507,-0.1270716930684972,-0.04378552285780212,0.23796126241253193,0.01766452087149632,0.07312209006111405,-0.14251629866749252,-0.09591528699378667,0.16134442810341748,5,5,features_averaged_over_mid,Z01_Pos04_avgMID_00001_Ch1,mean,mean
Z01,Pos04,00001,Ch2,0,-625.701244115077,-26.552856656389594,-104.10448884778245,2.0429698910093492,39.88459417004881,-3.3346746266295213,-2.8964008273581086,-2.6995807600226933,-13.139437480389287,-4.941676066205298,-2.2797613772721315,0.8392904232915864,-8.69729134418474,125657.60830296941,133772.61431041895,269563.8665920814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461740990151287,0.5681386828779645,0.4770082800380422,0.3821138379097967,0.6788765463168824,0.8484003898739727,0.4468195742987201,0.45696266101117544,0.4049447245407092,0.4621560413434036,0.716793041496967,0.5048065815882156,0.3972916963178644,0.31905620224753073,0.4166650823861181,0.2414794874541653,0.23997229023834196,0.2646767893423949,0.23997229023834196,0.23997229023834196,0.23997229023834196,0.23997229023834196,0.2377343565271169,0.2502184150703434,0.10110361043689316,0.01976642236113542,-2.0832260524256405,0.6026677693074939,1.7836496217458588,-0.6328535031368008,-0.26249532500026407,-0.0391699520989861,-0.14277508635103717,0.10718219567000664,0.1284602982865147,-0.03572934107655004,-0.0017270062406264997,0.019575352024412858,-0.11930453210269724,5,5,features_averaged_over_mid,Z01_Pos04_avgMID_00001_Ch2,mean,mean
Z01,Pos05,00000,Ch1,0,-656.9222950314879,-26.899514370232925,-95.60079291044502,-4.571589911423881,38.49349637018943,-0.6265607369289006,-10.616038301950889,1.2659234280504337,-6.352048029937725,-16.276672044689356,-1.7551570428065528,10.834714118630014,-15.285935498958224,131512.10309978898,140307.77299577632,286201.36795358016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4778708741435582,0.5776745614015903,0.5168845682676689,0.4331381165994793,0.705326053231594,0.8117364321744855,0.4531011132405441,0.44096777525308467,0.4834734878271633,0.5603169709919239,0.772470346820392,0.49648472216248596,0.38259766356378416,0.2994077626679544,0.36682578220095857,0.2493287818171063,0.2493287818171063,0.29556032079171957,0.2536079878009373,0.2493287818171063,0.2582941972615811,0.2493287818171063,0.2493287818171063,0.2500001593858433,0.08472295964805822,0.0140491914004087,-1.883822810030717,0.4694021277598316,1.6554493011066704,-0.5236134158461322,-0.3010582335901487,-0.1396050784949931,-0.035372504924623835,0.19683720492024964,0.022675729053162463,0.1268094998438205,-0.10875336440662808,-0.1623704037582255,0.1738388963629267,5,5,features_averaged_over_mid,Z01_Pos05_avgMID_00000_Ch1,mean,mean
