n_samples,n_anomaly,n_normal,true_positive_anomaly,false_negative_anomaly,false_positive_anomaly,true_negative_anomaly,sensitivity_anomaly,specificity_normal,accuracy,balanced_accuracy,precision_anomaly,f1_anomaly,roc_auc_anomaly,pipeline,fold,channel,train_specs,test_specs,n_train,threshold,epochs
40,20,20,20,0,3,17,1.0,0.85,0.925,0.925,0.8695652173913043,0.9302325581395349,1.0,mid_averaged,fold_2,Ch2,Z01+Z02+Z04,Z03+Z05,60,1.6016569064590302,311
