n_samples,n_anomaly,n_healthy,true_negative,false_positive,false_negative,true_positive,sensitivity_healthy_1,specificity_anomaly_0,accuracy,balanced_accuracy,recall_healthy_1,precision_healthy_1,f1_healthy_1,recall_anomaly_0,precision_anomaly_0,f1_anomaly_0,roc_auc_anomaly_0,pipeline,fold,channel,train_specs,test_specs,n_train,threshold,epochs
80,20,60,20,0,8,52,0.8666666666666667,1.0,0.9,0.9333333333333333,0.8666666666666667,1.0,0.9285714285714286,1.0,0.7142857142857143,0.8333333333333333,0.9366666666666666,per_measurement,fold_1,Ch1,Z01+Z02+Z03,Z04+Z05,140,0.6940901307647946,386
