n_samples,n_anomaly,n_healthy,true_negative,false_positive,false_negative,true_positive,sensitivity_anomaly_1,specificity_healthy_0,accuracy,balanced_accuracy,recall_anomaly_1,precision_anomaly_1,f1_anomaly_1,recall_healthy_0,precision_healthy_0,f1_healthy_0,roc_auc_anomaly_1,pipeline,fold,channel,train_specs,test_specs,n_train,threshold,epochs
40,20,20,13,7,0,20,1.0,0.65,0.825,0.825,1.0,0.7407407407407407,0.851063829787234,0.65,1.0,0.787878787878788,1.0,mid_averaged,fold_4,Ch2,Z02+Z03+Z04,Z01+Z05,60,0.40678886823191757,331
