n_samples,n_anomaly,n_healthy,true_negative,false_positive,false_negative,true_positive,sensitivity_healthy_1,specificity_anomaly_0,accuracy,balanced_accuracy,precision_healthy_1,f1_healthy_1,recall_anomaly_0,precision_anomaly_0,f1_anomaly_0,roc_auc_anomaly_0,pipeline,fold,channel,train_specs,test_specs,n_train,threshold,epochs
40,20,20,20,0,13,7,0.35,1.0,0.675,0.675,1.0,0.5185185185185185,1.0,0.6060606060606061,0.7547169811320755,0.9924999999999999,mid_averaged,fold_4,Ch1,Z02+Z03+Z04,Z01+Z05,60,0.49385019204587677,308
