n_samples,n_anomaly,n_healthy,true_negative,false_positive,false_negative,true_positive,sensitivity_anomaly_1,specificity_healthy_0,accuracy,balanced_accuracy,recall_anomaly_1,precision_anomaly_1,f1_anomaly_1,recall_healthy_0,precision_healthy_0,f1_healthy_0,roc_auc_anomaly_1,pipeline,fold,channel,train_specs,test_specs,n_train,threshold,epochs
40,20,20,10,10,0,20,1.0,0.5,0.75,0.75,1.0,0.6666666666666666,0.8,0.5,1.0,0.6666666666666666,0.9824999999999999,mid_averaged,fold_2,Ch1,Z01+Z02+Z04,Z03+Z05,60,0.7071181048081862,317
